unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.
85,The Starry Night,8,It makes me feel vibrant and lively.,2 - Disagree,4 - Agree,1 - Strongly disagree,3 - Neutral/Unsure,2,2,8000,"Office,Living room,Dining room",Friends,"Summer,Winter",Taco,"The soundtrack has layered, rich texture, and feels ethereal."
85,The Water Lily Pond,5,"The painting makes me feel calm, peaceful, and delicate.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,0,2,4500,"Bedroom,Bathroom,Office,Living room,Dining room","Family members,By yourself",Summer,fruits,"The soundtrack has a slow, steady tempo, very delicate and gentle."
86,The Persistence of Memory,4,"This painting mostly makes me feel uncomfortable and confused. It looks very strange, with everything warped and distorted, especially the way time seems to be shown. It feels like it is trying to say something about time or memory, but I’m not sure what exactly. The colours are quite dark and heavy, and the whole scene feels oddly still in a way that is not peaceful, more like a quiet that makes me uneasy. Overall, I don’t really like it and it does not give me any pleasant emotion.",4 - Agree,1 - Strongly disagree,2 - Disagree,5 - Strongly agree,6,6,0 – I personally would not buy this painting.,Office,"Friends,Family members",Summer,"If this painting was a food, it would be something unpleasant and hard to swallow. I imagine it as a dish with a strange, almost rotten taste, where the flavours don’t match and make you feel uneasy as you eat it. The texture would be soft and limp in a way that feels wrong, and there might be a bitter or metallic aftertaste that lingers in your mouth. It is not comforting or satisfying at all – instead, it would be the kind of food that makes you lose your appetite and feel slightly disturbed, even after you stop eating.","The soundtrack would be slow and minimal, with long, low notes that seem to hang in the air. There would be a soft, dull rhythm in the background, but nothing sharp or loud. The music would feel slightly out of tune or warped at times, creating a strange, heavy atmosphere. It would sound quiet on the surface, but underneath there would be a subtle tension that makes me feel a little uneasy."
86,The Starry Night,7,"This painting makes me feel a mix of calm and emotional intensity. The night scene feels quiet and still, but the swirling patterns in the sky give it a sense of movement and energy, almost like the air itself is alive. The deep blues feel cool and peaceful, while the bright circles of light add warmth and a little bit of hope. It feels both slightly lonely and strangely comforting at the same time, as if I am standing somewhere small, looking up at something huge and beautiful.",3 - Neutral/Unsure,4 - Agree,4 - Agree,2 - Disagree,4,5,100000,Bedroom,"Friends,Family members",Spring,"If this painting was a food, it would be a sorbet with soft swirls of ice-blue and very pale lavender, served in a thin glass bowl. The flavours would be light and clean: a cool citrus note for the blue, and a faint floral taste for the purple, almost too gentle to name. It would not be very sweet—just enough to keep it from feeling harsh—so that what you remember most is the cold, clear freshness it leaves on your tongue. The surface would be smooth and slightly glossy, with soft swirls frozen into it, like gentle waves that have suddenly become still.

The drink would be clear and calm when you look at it, with the ice slowly melting and barely making a sound. It would be something you drink alone by a window, when the sky is dark and quiet, giving you a sense of peaceful distance. It would feel refreshing and clean, but also a little lonely, like a cold breeze that passes through a quiet town while everyone is asleep.","The soundtrack would start softly, with a slow, flowing melody played by strings or piano. The notes would keep circling and rising, repeating in gentle spirals that grow a little stronger each time. In the background there would be a steady, quiet harmony that holds everything together, like a constant hum. The overall feeling would be dreamy and emotional, peaceful but full of movement, as if the music is breathing and turning in the dark."
86,The Water Lily Pond,6,"This painting makes me feel peaceful and relaxed. The scene is full of soft greens and gentle light, and it feels like a quiet place far away from busy life. The reflections and the slightly blurred details give it a dreamy quality, as if everything is slowly breathing in warm air. It makes me think of taking a slow walk, having time to pause and just look around. Overall, it feels calm, soothing, and a little bit nostalgic, like a memory of a quiet afternoon in nature.",3 - Neutral/Unsure,4 - Agree,4 - Agree,2 - Disagree,4,5,100000,Living room,"Friends,Family members",Spring,"If this painting was a food, it would be a lightly sweet iced green tea or a cool jasmine drink served in a clear glass on a warm day. The taste would be gentle and clean, with a soft floral note and just a bit of natural sweetness. It would not be heavy at all, more like something you sip slowly while resting somewhere quiet. The drink would feel refreshing and soft at the same time, cool on the tongue but also comforting, with a calm, almost silent kind of loneliness that still feels peaceful.","The soundtrack would be slow and light, with a soft piano melody and faint strings in the background. The notes would be short and gentle, almost like small ripples of sound that fade away quickly. The music would stay mostly in a higher, bright range, but with a few deeper notes that appear from time to time, giving a sense of depth. The rhythm would be smooth and unhurried, as if time is stretching out on a warm afternoon. Overall, it would feel calm, airy, and quietly joyful, like resting in a sheltered place where nothing urgent is happening."
87,The Persistence of Memory,6,"It makes me feel unsettled yet curious, like everything has a time and things are going to die. There’s a sense of distortion that pulls me in and makes me reflect on how fragile and strange reality can feel, just like the dripping clock. Also in the left corner there is a slab (looks like a mirror), which makes me question why is it there and what is the painter trying to depict here.",3 - Neutral/Unsure,2 - Disagree,2 - Disagree,3 - Neutral/Unsure,3,4,100,Bathroom,"Friends,Strangers,By yourself",Fall,m&m cookies,"Slow, echoing tones with long pauses between notes, creating a stretched, surreal atmosphere that feels slightly uncomfortable, like water waves with no sound, but deeply immersive."
87,The Starry Night,10,"Reminds me of childhood since I painted in my high school. Also since it a starry night, i like it and it has a wicked and scary touch to it.",1 - Strongly disagree,4 - Agree,4 - Agree,2 - Disagree,3,3,200000,Dining room,Friends,Winter,blueberry cheesecake,"Flowing, emotional music with rising and falling intensity, creating a sense of movement and inner reflection."
87,The Water Lily Pond,8,Fresh and mesmerised,1 - Strongly disagree,5 - Strongly agree,4 - Agree,1 - Strongly disagree,2,3,10000,"Bedroom,Living room,Dining room","Friends,Family members,By yourself",Spring,mochi matcha,"Soft, slow melodies with gentle rhythms that feel soothing and steady, creating a sense of quiet relaxation and have a birds chirping voice in the background."
88,The Persistence of Memory,8,alone and alarmed. ,4 - Agree,2 - Disagree,1 - Strongly disagree,4 - Agree,4,5,100,Office,Family members,Winter,kiwi,desolate harrowing note low tempo with fluid melodies slowly morphing into structured high tempo base and drums and back into mellow fluid but still odd melodies. 
88,The Starry Night,9,afraid  ,5 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,5 - Strongly agree,3,3,0,Bedroom,Family members,Winter,Snow white's poisoned apple ,"solo piano, open with sudden low prolonged staccato notes, flow into the same sequence of notes but interspersed with sharp high uneasy ones, abruptly giving way to a fast staccato piano scale that goes low-> high -> back to low. "
88,The Water Lily Pond,5,happy ,1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,3,3,0,Bathroom,Family members,Spring,green apple ,"peaceful slow violin piece that spur no anticipation, only anchoring you in the moment. "
89,The Persistence of Memory,8,The passaway of time.,3 - Neutral/Unsure,3 - Neutral/Unsure,3 - Neutral/Unsure,3 - Neutral/Unsure,6,3,"1,000,000",Living room,"Friends,Family members",Fall,Pizza,The soundtrack will be very serene and tranquil.
89,The Starry Night,9,Makes me feel the wonder of the nature.,3 - Neutral/Unsure,5 - Strongly agree,4 - Agree,2 - Disagree,3,3,"10,000,000",Bedroom,"Friends,Family members",Summer,Chocolate Cake,It will be tranquil like you are walking in the space.
89,The Water Lily Pond,6,Feels like walking in a garden during spring.,2 - Disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,2,1,"5,000,000",Bedroom,"Friends,Family members",Spring,Honey,It will be similar to Vivaldi's Spring.
90,The Persistence of Memory,2,Weird cause there's hard things like watches that are soft and flimsy,5 - Strongly agree,2 - Disagree,2 - Disagree,4 - Agree,5,4,5,Bathroom,By yourself,Fall,asparagus,It would be uneasy sounds of nature
90,The Starry Night,6,"Calm, relaxed",2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,3,2,75,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Winter,wintermelon,It would be very chilly wintery yet very calming
90,The Water Lily Pond,5,Makes me feel like spring is here,2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,2,1,100,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer",sunflower seeds,nature calming music
91,The Persistence of Memory,9,"Nostaligic, empty, floating in time.",4 - Agree,2 - Disagree,3 - Neutral/Unsure,4 - Agree,6,7,100000 CAD,Bedroom,By yourself,"Summer,Fall",A homecooked meal like a stew.,"A calm, quiet piano melody. "
91,The Starry Night,6,"Power, awe and humbleness. ",2 - Disagree,4 - Agree,4 - Agree,2 - Disagree,8,3,150000,"Living room,Dining room","Friends,Family members,By yourself",Winter,"Burger, fries and beer","An intense and powerful but slow melody, highlighting the expansiveness of the night. Maybe with a violin."
91,The Water Lily Pond,10,"Relaxed, at peace with myself, excited.",1 - Strongly disagree,5 - Strongly agree,5 - Strongly agree,1 - Strongly disagree,5,4,75000,"Bedroom,Bathroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",A french macaron.,"Something with a xylophone, cheerful but calm."
92,The Persistence of Memory,7,It makes me question the concept of time and the time I have wasted throughout the years,4 - Agree,2 - Disagree,4 - Agree,4 - Agree,8,9,1000,"Office,Living room",By yourself,Fall,Day old bread,Slow and quiet instrumental piece
92,The Starry Night,4,Uncanny but not too strange,4 - Agree,3 - Neutral/Unsure,3 - Neutral/Unsure,2 - Disagree,7,7,150,Bedroom,"Strangers,By yourself",Winter,Frozen pizza,Mysterious wind whooshing noise
92,The Water Lily Pond,8,"Happy, warm",1 - Strongly disagree,4 - Agree,4 - Agree,1 - Strongly disagree,5,3,300,Living room,"Friends,Family members",Spring,Homemade lasagna,"Bright, relatively high pitch song"
93,The Persistence of Memory,9,"I feel disturbed. There is a lot happening in this painting. For example, why are the clocks melting? What is that red thing at the left? What is the white thing in the middle that one of the clocks is resting on? There are a lot of questions unanswered. Also, the difference between the background, which is serene and relaxing is quite stark against the objects in the foreground. I don't understand what the painting is trying to convey.",5 - Strongly agree,4 - Agree,1 - Strongly disagree,5 - Strongly agree,3,3,$0,Office,By yourself,Spring,Can of beans,"Unsettling instrumental, no lyrics, almost like horror movie music but a little more depressing than scary (not the type designed to increase your heart rate)."
93,The Starry Night,7,"It makes me feel calm because of the swirls in the sky, which look beautiful. The moon also looks nice and it seems like a beautiful scene of the night sky. The little houses might have people sleeping inside, so the town is pretty quiet and empty. ",1 - Strongly disagree,4 - Agree,5 - Strongly agree,1 - Strongly disagree,2,2,"$5,000",Bedroom,"Friends,Family members,By yourself",Summer,A cucumber,"Calm and soothing instrumentals, maybe incorporating ocean noises in the background in a subtle way."
93,The Water Lily Pond,4,"I feel happy because it seems like it's good weather, and reminds me of a good day with your family having a picnic in the park, and you get to explore the park with your siblings or family friends. It also makes me feel warm because I can imagine the sun shining down, since everything is enveloped in a warm light.",1 - Strongly disagree,5 - Strongly agree,3 - Neutral/Unsure,1 - Strongly disagree,1,2,"$10,000","Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",Mango sorbet,"Something fun, not super crazy. Maybe a little more upbeat but something that the younger generation would like."
94,The Persistence of Memory,6,"The painting makes me feel old and sad and uneasy and reflective about my time here on Earth. I feel sad that time never stops and it keeps on going as I am stuck and reflecting on the memories of the past and the fleeting time I have. 

 

 

 ",4 - Agree,2 - Disagree,3 - Neutral/Unsure,4 - Agree,5,5,250,Office,By yourself,Fall,dark chocolate,A slow ambient track with soft long notes and pauses between sounds. Music would feel empty with little bit of tension as if it is building up to the never ending climax. 
