unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
73.0,The Persistence of Memory,-0.6304019461527285,Surreal and sluggish as if everything is melting and slowing down,1.6411208603636653,-1.861777052938405,-2.17455726966882,1.112048637060993,1.2582702862331236,1.20246614393,0.10555313432722913,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates",Fall,melted cheese,slow and slurry bass sounds with irregular rhythm,1,1,1,1,1,0,1,1,1,0,1,0,0,0
73.0,The Starry Night,-0.6304019461527285,surreal and cold like in a dream,0.9213874634329337,-0.3213918463765434,-0.5640407929052679,1.112048637060993,0.06911625515928428,0.08142859787281082,0.10555313432722913,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates","Spring,Summer",ice cream,soft and crisp high pitch sounds with slightly irregular rhythm,1,1,1,1,0,0,1,1,1,0,0,1,1,0
73.0,The Water Lily Pond,0.3144627974953894,peaceful and serene,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,0.10555313432722913,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates","Spring,Summer",salad,soft and light melody with clear rhythm,1,1,1,1,1,0,1,1,1,0,0,1,1,0
74.0,The Persistence of Memory,0.7868951693194484,"I feel a sense of quiet isolation. The vast, empty landscape and the stillness of the water create a very calm atmosphere, despite the strange objects. It makes me feel lonely, as if I am the only person left in a world where time has stopped moving.",-1.2378127273592614,-0.3213918463765434,-0.5640407929052679,1.112048637060993,4.032963025405415,2.3235036899871893,0.47591655359620944,Office,"Friends,By yourself",Fall,noodle,"A very low-pitched voice, with a hollow quality. At the same time, the sound is sluggish.",0,0,0,0,1,1,0,0,1,0,1,0,0,0
74.0,The Starry Night,1.2593275411435074,"This painting makes me feel a sense of wonder and calm. The swirling patterns in the sky look like a dream, and the bright yellow stars provide a comforting glow against the deep blue night. It feels like looking out a window into a magical world where everything is alive and moving.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,3.636578348380802,3.818220418063442,0.47591655359620944,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Winter,a cold soup,"There is a kind of ethereal silence, dreamlike, while also being slow and calm.",1,1,1,1,1,1,1,1,1,0,0,0,0,1
74.0,The Water Lily Pond,0.7868951693194484,"I feel a sense of harmony and freshness when looking at this. The way the bridge gently arches over the water connects the viewer to the scene, making it feel welcoming. It reminds me of a cool summer day, evoking a feeling of balance between nature and structure.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,6.411271087553093,0.08142859787281082,7.3276398100723465,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,a salad with great sauce,"The music would be a shimmering, ambient composition with plenty of reverb. It would feel cool and refreshing, with notes that blend into one another without distinct edges. The melody would feel suspended in time, drifting aimlessly but harmoniously, creating a sense of depth and reflection that feels both bright and quiet at the same time.",0,1,1,1,1,1,1,1,1,1,0,1,0,0
75.0,The Persistence of Memory,1.2593275411435074,"weird, not sure what meaning does it want to convey, terrible, distortion.",0.9213874634329337,-1.861777052938405,-2.17455726966882,1.8094174552553168,0.06911625515928428,1.5761453259490632,-0.07962857530726106,Living room,By yourself,Winter,Ginger,"The metallic sound mingled with coldness, distortion, dissonance, and emptiness.",0,0,0,1,0,1,0,0,0,0,0,0,0,1
75.0,The Starry Night,0.3144627974953894,Melancholy,0.9213874634329337,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,0.08142859787281082,-0.07962783458042252,"Bedroom,Office","Friends,Coworkers/Classmates,By yourself",Summer,Blueberry,"The persistent unease mingled with tranquility gradually softened, like a summer night.",0,1,0,0,1,1,1,0,1,0,0,0,1,0
75.0,The Water Lily Pond,-0.6304019461527285,"Joyful, midsummer, sweet.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.29225058414625227,-0.07962764939871289,"Bedroom,Office,Living room","Friends,Family members,By yourself","Spring,Summer",Matcha Yuzu Mille-Feuille,"Gentle piano chords unfold slowly, like drawn-out breaths. Low strings provide a sustained foundation, almost rhythmless, merely flowing steadily. The overall volume remains restrained and gentle, without climaxes.",0,1,0,1,1,1,0,1,1,0,0,1,1,0
76.0,The Persistence of Memory,1.2593275411435074,"This painting makes me feel sad, clocks usually represent time, and it looks like the time is ending. It seems tired and sad.",1.6411208603636653,-1.861777052938405,-0.5640407929052679,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07962839012555142,Living room,"Friends,Coworkers/Classmates",Fall,Like a burnt soup.,It must be a slow pace soundtrack and deep.,0,0,0,1,0,0,1,0,1,0,1,0,0,0
76.0,The Starry Night,0.3144627974953894,This painting also makes me sad but somehow calm and hopeful. Like there is something more than the sky.,0.9213874634329337,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07962839012555142,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates",Winter,Like a warm soup after a cold winter.,Also a slow soundtrack with some high pitch sounds.,0,1,0,1,0,0,1,1,1,0,0,0,0,1
76.0,The Water Lily Pond,0.3144627974953894,It makes me feel calm and relaxed.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962844568006432,"Office,Living room",Friends,Spring,It will be a sandwich and snacks.,"it has a more fast pace, cute, and relaxing soundtrack.",0,0,0,1,1,0,0,0,1,0,0,1,0,0
77.0,The Persistence of Memory,0.3144627974953894,Time is wasted,0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07962829753469661,Bathroom,By yourself,Fall,Apple,Instrumental,1,0,0,0,0,1,0,0,0,0,1,0,0,0
77.0,The Starry Night,0.7868951693194484,Sleepy,0.9213874634329337,0.4488007569043874,1.046475683858284,-0.28268899932765446,0.06911625515928428,-0.29225058414625227,-0.07962672349016471,Bedroom,By yourself,Summer,Pasta,Looping,0,1,0,0,0,1,0,0,0,0,0,0,1,0
77.0,The Water Lily Pond,0.3144627974953894,Joyful,-0.5180793304285297,1.2189933601853182,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,-1.0396089481843784,-0.07962801976213216,Dining room,Friends,Spring,Ice cream,bouncy,0,0,1,0,0,0,0,0,1,0,0,1,0,0
78.0,The Persistence of Memory,0.3144627974953894,It makes me feel warm and sad. Because the light seems warm but the melting clocks and shadow(darkness) seems a bit cold and sad.,0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,0.4655009321838974,1.9498245079681262,-0.07962839012555142,Office,By yourself,Winter,Iced American a little while ago,"Sam Smith – Too Good at Goodbyes

 ",0,0,0,0,1,1,0,0,0,0,0,0,0,1
78.0,The Starry Night,1.2593275411435074,So sad and gloomy and lonely,1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.8094174552553168,0.4655009321838974,6.807653874215947,-0.07962672349016471,"Bedroom,Office,Living room","Family members,Coworkers/Classmates,By yourself","Summer,Winter",Poutine,Mia & Sebastian's Theme (Late For The Date),0,1,0,1,1,1,1,1,0,0,0,0,1,1
78.0,The Water Lily Pond,1.2593275411435074,Calm and chill and peaceful,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.28268899932765446,1.6546549632577368,-1.0396089481843784,-0.07962672349016471,"Bedroom,Bathroom,Dining room","Friends,Family members,By yourself",Spring,Chicken,"Piano Sonata No.16 in C major, K.545",1,1,1,0,0,1,0,1,1,0,0,1,0,0
79.0,The Persistence of Memory,0.3144627974953894,"This painting makes me feel calm and uneasy, it let me feel the time is going through anywhere. The distort clock let me rethink the meaning of time differs from people to people.",0.201654066502202,-0.3213918463765434,0.24121744547650806,1.112048637060993,-0.32726842186532884,0.4551077798918739,-0.06111040434381204,Office,By yourself,Fall,wine.,"The soundtrack will be peaceful, but we will be able to hear the rhythm like time passing, which like going through thousands of years.",0,0,0,0,1,1,0,0,0,0,1,0,0,0
79.0,The Starry Night,-0.6304019461527285,"This painting makes me feel peaceful and relax, let me imagine enjoy such a beautiful view .",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.4655009321838974,6.060295510177821,-0.06111040434381204,Bedroom,Family members,Summer,strawberry,"The soundtrack will be mystery and peaceful, we will hear some tickle voice to simulate that scene.",0,1,0,0,0,0,0,1,0,0,0,0,1,0
79.0,The Water Lily Pond,-1.5752666898008465,"Make me feel nice and refresh, light after seeing that beautiful spring scene.",-1.2378127273592614,0.4488007569043874,-0.5640407929052679,-0.9800578175219782,0.06911625515928428,-0.29225058414625227,-0.07592494111457125,Living room,"Friends,Family members",Spring,oilseed rape,"The soundtrack will be bright and engaging, with a rhythm of fast pace, make me feel positive",0,0,0,1,0,0,0,1,1,0,0,1,0,0
80.0,The Persistence of Memory,1.2593275411435074,"sad 

tired 

feels depressing and lonely 

hopeless

running out of time 

no hope left",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.4655009321838974,0.8287869619109369,-0.07962764939871289,"Bathroom,Office,Living room,Dining room","Strangers,By yourself","Fall,Winter",burnt toast,"very sad and melancholic 

slow tempo with violins playing sadly in background 

womp womp",1,0,1,1,1,1,0,0,0,1,1,0,0,1
80.0,The Starry Night,-0.6304019461527285,"very whimsical 

happy 

carefree

calm 

peaceful 

quiet",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.0796285567890901,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",donut ,"upbeat with calmer intermissions 

something that's constantly moving and swirling ",1,1,1,1,1,1,1,1,1,1,0,1,1,0
80.0,The Water Lily Pond,-2.0476990616249053,very calm and peaceful ,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.0796285567890901,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",matcha macaron ,"studio ghibli 

something very whimsical, calm but positive ",1,1,1,1,1,1,1,1,1,1,0,1,1,0
81.0,The Persistence of Memory,-0.15796957432866957,makes me feel uncomfortable knowing that time is passing. ,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.112048637060993,-0.32726842186532884,0.4551077798918739,-0.07962487167306836,"Office,Living room",By yourself,Summer,spaghetti,A tame impala album,0,0,0,1,1,1,0,0,0,0,0,0,1,0
81.0,The Starry Night,0.7868951693194484,sad but happy that the day is ending ,1.6411208603636653,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.29225058414625227,-0.07961931622177934,"Bedroom,Living room",By yourself,"Spring,Fall",a warm soup,Snooze by SZA,0,1,0,1,0,1,0,0,0,0,1,1,0,0
81.0,The Water Lily Pond,0.3144627974953894,happy ,-1.2378127273592614,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962301985597203,"Office,Living room","Friends,Family members","Spring,Summer",burger,upbeat,0,0,0,1,1,0,0,1,1,0,0,1,1,0
82.0,The Persistence of Memory,-0.15796957432866957,"This painting makes me feel a little confused, but also quiet and calm. The melting clocks make time feel strange and unreal, like it doesn’t follow normal rules. The empty background feels lonely, which makes me think about time passing and how memories can fade. Overall, it feels like a dream that is slow and silent.",0.9213874634329337,-0.3213918463765434,0.24121744547650806,1.112048637060993,0.4655009321838974,0.4551077798918739,-0.07962839012555142,Office,By yourself,Fall,A piece of pizza left out too long.,"The soundtrack would be slow and very quiet, with long pauses between sounds. Soft, stretched notes would drift in and out, like they’re bending and fading before fully settling. The tempo would feel uncertain, never quite steady, making it hard to tell where one moment ends and the next begins.",0,0,0,0,1,1,0,0,0,0,1,0,0,0
82.0,The Starry Night,1.2593275411435074,"This painting feels like a wonderful summer night. It makes me imagine standing outside under the night sky, feeling comfortable and peaceful. I would remember important moments from my life and think about memories that matter to me while enjoying the quiet beauty of the night.",0.201654066502202,1.2189933601853182,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.29225058414625227,-0.07961931622177934,Bedroom,By yourself,Summer,A blueberry pie with vanilla ice cream.,"The soundtrack would be gentle and flowing, with a slow rhythm that feels calm and comfortable. Soft, rising sounds would move in smooth waves, creating a peaceful and dreamy mood. Now and then, brighter tones would appear, adding warmth and hope.

The music would feel quiet but emotional, like something you listen to late at night when you are thinking about memories and important moments in your life. It would be soothing, thoughtful, and magical.",0,1,0,0,0,1,0,0,0,0,0,0,1,0
82.0,The Water Lily Pond,1.7317599129675663,"This painting makes me feel like it is spring, a season when everything becomes active again. The colors feel fresh and bright, as if nature is waking up after a long rest. It gives the feeling of new beginnings, growth, and renewal. The scene feels calm but also full of life, making me think about how everything is slowly being reborn and moving forward.",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,0.06911625515928428,0.08142859787281082,-0.07961931622177934,Living room,Friends,Spring,A fresh spring salad with fruit and light dressing.,"The soundtrack would be light and flowing, with gentle, repeating melodies that feel fresh and alive. Brighter tones would slowly rise and fall, giving a sense of energy and renewal. The music would feel relaxing but full of life, like a quiet moment in spring when everything is growing and moving again. It would be smooth, warm, and hopeful.",0,0,0,1,0,0,0,0,1,0,0,1,0,0
